CCI,Status,Published,contributor,Definition,Type,NIST800-53rev4,Control,NIST800-53rev3,Control,NIST800-53rev1,Control
CCI-001786,draft,3/1/2013,DISA FSO,The organization employs automated mechanisms to support tracking of information system components by geographic location.,policy,4,CM-8 (8),,,,
CCI-001787,draft,3/1/2013,DISA FSO,The organization defines the acquired information system components that are to be assigned to an information system.,policy,4,CM-8 (9) (a),,,,
CCI-001788,draft,3/1/2013,DISA FSO,The organization assigns organization-defined acquired information system components to an information system.,policy,4,CM-8 (9) (a),,,,
CCI-001789,draft,3/1/2013,DISA FSO,The organization receives an acknowledgement from the information system owner of the assignment of the acquired information system components to an information system.,policy,4,CM-8 (9) (b),,,,
CCI-001790,draft,3/1/2013,DISA FSO,The organization develops a configuration management plan for the information system that establishes a process for identifying configuration items throughout the system development life cycle.,policy,4,CM-9 b,,,,
CCI-001791,draft,3/1/2013,DISA FSO,The organization documents a configuration management plan for the information system that establishes a process for identifying configuration items throughout the system development life cycle.,policy,4,CM-9 b,,,,
CCI-001792,draft,3/1/2013,DISA FSO,The organization implements a configuration management plan for the information system that establishes a process for identifying configuration items throughout the system development life cycle.,policy,4,CM-9 b,,,,
CCI-001793,draft,3/1/2013,DISA FSO,The organization develops a configuration management plan for the information system that establishes a process for managing the configuration of the configuration items.,policy,4,CM-9 b,,,,
CCI-001794,draft,3/1/2013,DISA FSO,The organization documents a configuration management plan for the information system that establishes a process for managing the configuration of the configuration items.,policy,4,CM-9 b,,,,
CCI-001795,draft,3/1/2013,DISA FSO,The organization implements a configuration management plan for the information system that establishes a process for managing the configuration of the configuration items.,policy,4,CM-9 b,,,,
CCI-001796,draft,3/1/2013,DISA FSO,The organization develops a configuration management plan for the information system that places the configuration items under configuration management.,policy,4,CM-9 c,,,,
CCI-001797,draft,3/1/2013,DISA FSO,The organization documents a configuration management plan for the information system that places the configuration items under configuration management.,policy,4,CM-9 c,,,,
CCI-001798,draft,3/1/2013,DISA FSO,The organization implements a configuration management plan for the information system that places the configuration items under configuration management.,policy,4,CM-9 c,,,,
CCI-001799,draft,3/1/2013,DISA FSO,The organization develops and documents a configuration management plan for the information system that protects the configuration management plan from unauthorized disclosure and modification.,policy,4,CM-9 d,,,,
CCI-001800,deprecated,3/1/2013,DISA FSO,The organization documents a configuration management plan for the information system that protects the configuration management plan from unauthorized disclosure and modification.,policy,4,CM-9 d,,,,
CCI-001801,draft,3/1/2013,DISA FSO,The organization implements a configuration management plan for the information system that protects the configuration management plan from unauthorized disclosure and modification.,policy,4,CM-9 d,,,,
CCI-001726,draft,2/28/2013,DISA FSO,The organization uses software in accordance with contract agreements.,policy,4,CM-10 a,,,,
CCI-001727,draft,2/28/2013,DISA FSO,The organization uses software documentation in accordance with contract agreements.,policy,4,CM-10 a,,,,
CCI-001728,draft,2/28/2013,DISA FSO,The organization uses software in accordance with copyright laws.,policy,4,CM-10 a,,,,
CCI-001729,draft,2/28/2013,DISA FSO,The organization uses software documentation in accordance with copyright laws.,policy,4,CM-10 a,,,,
CCI-001730,draft,2/28/2013,DISA FSO,The organization tracks the use of software protected by quantity licenses to control copying of the software.,policy,4,CM-10 b,,,,
CCI-001731,draft,2/28/2013,DISA FSO,The organization tracks the use of software documentation protected by quantity licenses to control distribution of the software documentation.,policy,4,CM-10 b,,,,
CCI-001732,draft,2/28/2013,DISA FSO,"The organization controls the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",policy,4,CM-10 c,,,,
CCI-001733,draft,2/28/2013,DISA FSO,"The organization documents the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",policy,4,CM-10 c,,,,
CCI-001734,draft,2/28/2013,DISA FSO,The organization defines the restrictions to be followed on the use of open source software.,policy,4,CM-10 (1),,,,
CCI-001735,draft,2/28/2013,DISA FSO,The organization establishes organization-defined restrictions on the use of open source software.,policy,4,CM-10 (1),,,,
CCI-001736,draft,2/28/2013,DISA FSO,The organization defines the previous versions of the baseline configuration of the information system required to support rollback.,policy,4,CM-2 (3),,,,
CCI-001737,draft,2/28/2013,DISA FSO,"The organization defines the information systems, system components, or devices that are to have organization-defined configurations applied when located in areas of significant risk.",policy,4,CM-2 (7) (a),,,,
CCI-001738,draft,2/28/2013,DISA FSO,"The organization defines the security configurations to be implemented on information systems, system components, or devices when they are located in areas of significant risk.",policy,4,CM-2 (7) (a),,,,
CCI-001739,draft,2/28/2013,DISA FSO,"The organization issues organization-defined information systems, system components, or devices with organization-defined configurations to individuals traveling to locations the organization deems to be of significant risk.",policy,4,CM-2 (7) (a),,,,
CCI-001740,draft,2/28/2013,DISA FSO,The organization reviews proposed configuration-controlled changes to the information system.,policy,4,CM-3 b,,,,
CCI-001741,draft,2/28/2013,DISA FSO,The organization documents configuration change decisions associated with the information system.,policy,4,CM-3 c,,,,
CCI-001742,draft,2/28/2013,DISA FSO,The organization defines the approval authorities to be notified when proposed changes to the information system are received.,policy,4,CM-3 (1) (b),,,,
CCI-001743,draft,2/28/2013,DISA FSO,The organization defines the security responses to be automatically implemented by the information system if baseline configurations are changed in an unauthorized manner.,policy,4,CM-3 (5),,,,
CCI-001744,draft,2/28/2013,DISA FSO,The information system implements organization-defined security responses automatically if baseline configurations are changed in an unauthorized manner.,technical,4,CM-3 (5),,,,
CCI-001745,draft,2/28/2013,DISA FSO,The organization defines the security safeguards that are to be provided by the cryptographic mechanisms which are employed by the organization.,policy,4,CM-3 (6),,,,
CCI-001746,draft,2/28/2013,DISA FSO,The organization ensures that cryptographic mechanisms used to provide organization-defined security safeguards are under configuration management.,policy,4,CM-3 (6),,,,
CCI-001747,draft,2/28/2013,DISA FSO,The organization defines critical software components the information system will prevent from being installed without verification the component has been digitally signed using a certificate that is recognized and approved by the organization.,policy,4,CM-5 (3),,,,
CCI-001748,draft,2/28/2013,DISA FSO,The organization defines critical firmware components the information system will prevent from being installed without verification the component has been digitally signed using a certificate that is recognized and approved by the organization.,policy,4,CM-5 (3),,,,
CCI-001749,draft,2/28/2013,DISA FSO,The information system prevents the installation of organization-defined software components without verification the software component has been digitally signed using a certificate that is recognized and approved by the organization.,technical,4,CM-5 (3),,,,
CCI-001750,draft,2/28/2013,DISA FSO,The information system prevents the installation of organization-defined firmware components without verification the firmware component has been digitally signed using a certificate that is recognized and approved by the organization.,technical,4,CM-5 (3),,,,
CCI-001751,draft,2/28/2013,DISA FSO,The organization defines system-level information requiring enforcement of a dual authorization for information system changes.,policy,4,CM-5 (4),,,,
CCI-001752,draft,2/28/2013,DISA FSO,The organization enforces dual authorization for changes to organization-defined system-level information.,policy,4,CM-5 (4),,,,
CCI-001753,draft,2/28/2013,DISA FSO,The organization limits privileges to change information system components within a production or operational environment.,policy,4,CM-5 (5) (a),,,,
CCI-001754,draft,2/28/2013,DISA FSO,The organization limits privileges to change system-related information within a production or operational environment.,policy,4,CM-5 (5) (a),,,,
CCI-001755,draft,2/28/2013,DISA FSO,"The organization defines the information system components for which any deviation from the established configuration settings are to be identified, documented, and approved.",policy,4,CM-6 c,,,,
CCI-001756,draft,2/28/2013,DISA FSO,The organization defines the operational requirements on which the configuration settings for the organization-defined information system components are to be based.,policy,4,CM-6 c,,,,
CCI-001757,draft,2/28/2013,DISA FSO,The organization defines the security safeguards the organization is to employ when responding to unauthorized changes to the organization-defined configuration settings.,policy,4,CM-6 (2),,,,
CCI-001758,draft,2/28/2013,DISA FSO,The organization defines configuration settings for which the organization will employ organization-defined security safeguards in response to unauthorized changes.,policy,4,CM-6 (2),,,,
CCI-001759,draft,2/28/2013,DISA FSO,The organization employs organization-defined security safeguards to respond to unauthorized changes to organization-defined configuration settings.,policy,4,CM-6 (2),,,,
CCI-001760,draft,2/28/2013,DISA FSO,"The organization defines the frequency of information system reviews to identify unnecessary and/or nonsecure functions, ports, protocols, and services.",policy,4,CM-7 (1) (a),,,,
CCI-001761,draft,2/28/2013,DISA FSO,"The organization defines the functions, ports, protocols, and services within the information system that are to be disabled when deemed unnecessary and/or nonsecure.",policy,4,CM-7 (1) (b),,,,
CCI-001762,draft,2/28/2013,DISA FSO,"The organization disables organization-defined functions, ports, protocols, and services within the information system deemed to be unnecessary and/or nonsecure.",technical,4,CM-7 (1) (b),,,,
CCI-001763,draft,2/28/2013,DISA FSO,The organization defines the policies regarding software program usage and restrictions.,policy,4,CM-7 (2),,,,
CCI-001764,draft,2/28/2013,DISA FSO,"The information system prevents program execution in accordance with organization-defined policies regarding software program usage and restrictions, and/or rules authorizing the terms and conditions of software program usage.",technical,4,CM-7 (2),,,,
CCI-001765,draft,2/28/2013,DISA FSO,The organization defines the software programs not authorized to execute on the information system.,policy,4,CM-7 (4) (a),,,,
CCI-001766,draft,2/28/2013,DISA FSO,The organization identifies the organization-defined software programs not authorized to execute on the information system.,policy,4,CM-7 (4) (a),,,,
CCI-001767,draft,2/28/2013,DISA FSO,"The organization employs an allow-all, deny-by-exception policy to prohibit the execution of unauthorized software programs on the information system.",technical,4,CM-7 (4) (b),,,,
CCI-001768,draft,2/28/2013,DISA FSO,The organization defines the frequency on which it will review and update the list of unauthorized software programs.,policy,4,CM-7 (4) (c),,,,
CCI-001769,deprecated,2/28/2013,DISA FSO,The organization defines the frequency on which it will update the list of unauthorized software programs.,policy,4,CM-7 (4) (c),,,,
CCI-001770,draft,2/28/2013,DISA FSO,The organization reviews and updates the list of unauthorized software programs per organization-defined frequency.,policy,4,CM-7 (4) (c),,,,
CCI-001771,deprecated,2/28/2013,DISA FSO,The organization updates the list of unauthorized software programs per organization-defined frequency.,policy,4,CM-7 (4) (c),,,,
CCI-001772,draft,2/28/2013,DISA FSO,The organization defines the software programs authorized to execute on the information system.,policy,4,CM-7 (5) (a),,,,
CCI-001773,draft,2/28/2013,DISA FSO,The organization identifies the organization-defined software programs authorized to execute on the information system.,policy,4,CM-7 (5) (a),,,,
CCI-001774,draft,2/28/2013,DISA FSO,"The organization employs a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the information system.",technical,4,CM-7 (5) (b),,,,
CCI-001775,draft,2/28/2013,DISA FSO,The organization defines the frequency on which it will review and update the list of authorized software programs.,policy,4,CM-7 (5) (c),,,,
CCI-001776,deprecated,2/28/2013,DISA FSO,The organization defines the frequency on which it will update the list of authorized software programs.,policy,4,CM-7 (5) (c),,,,
CCI-001777,draft,2/28/2013,DISA FSO,The organization reviews and updates the list of authorized software programs per organization-defined frequency.,policy,4,CM-7 (5) (c),,,,
CCI-001778,deprecated,2/28/2013,DISA FSO,The organization updates the list of authorized software programs per organization-defined frequency.,policy,4,CM-7 (5) (c),,,,
CCI-001779,draft,2/28/2013,DISA FSO,The organization defines the frequency on which the information system component inventory is to be reviewed and updated.,policy,4,CM-8 b,,,,
CCI-001780,draft,2/28/2013,DISA FSO,The organization reviews and updates the information system component inventory per organization-defined frequency.,policy,4,CM-8 b,,,,
CCI-001693,draft,10/7/2011,DISA FSO,The information system enforces a Discretionary Access Control (DAC) policy that limits propagation of access rights.,technical,,,3,AC-3 (4),1,AC-3 (4).1
CCI-001694,draft,10/7/2011,DISA FSO,The information system enforces a Discretionary Access Control (DAC) policy that includes or excludes access to the granularity of a single user.,technical,,,3,AC-3 (4),1,AC-3 (4).1
CCI-001690,draft,10/7/2011,DISA FSO,"The organization protects, as required, vendor/manufacturer documentation that describes the security-relevant external interfaces to the information system.",policy,,,3,SA-5 (1),1,SA-5 (1).1 (i)
CCI-001691,draft,10/7/2011,DISA FSO,The organization makes available to authorized personnel vendor/manufacturer documentation that describes the security-relevant external interfaces to the information system with sufficient detail to permit analysis and testing.,policy,,,3,SA-5 (1),1,SA-5 (1).1 (i)
CCI-001692,draft,10/7/2011,DISA FSO,The organization makes available to authorized personnel vendor/manufacturer documentation that describes the low-level design of the information system in terms of modules and implementation details of the security controls employed within the system with sufficient detail to permit analysis and testing.,policy,,,3,SA-5 (4),1,SA-5 (4).1
CCI-001695,draft,10/7/2011,DISA FSO,The information system prevents the execution of organization-defined unacceptable mobile code.,technical,4,SC-18 (3),3,SC-18 (3),1,SC-18 (3).1
CCI-001689,draft,5/27/2011,DISA FSO,"The organization, if an information system component failure is detected, automatically shuts down the information system.",policy,,,3,SI-13 (4) (b),1,SI-13 (4).1 (iii)
CCI-001682,draft,5/3/2011,DISA FSO,The information system automatically removes or disables emergency accounts after an organization-defined time period for each type of account.,technical,4,AC-2 (2),3,AC-2 (2),1,AC-2 (2).1 (ii)
CCI-001683,draft,5/3/2011,DISA FSO,The information system notifies organization-defined personnel or roles for account creation actions.,technical,4,AC-2 (4),3,AC-2 (4),1,AC-2 (4).1 (i and ii)
CCI-001684,draft,5/3/2011,DISA FSO,The information system notifies organization-defined personnel or roles for account modification actions.,technical,4,AC-2 (4),3,AC-2 (4),1,AC-2 (4).1 (i and ii)
CCI-001685,draft,5/3/2011,DISA FSO,The information system notifies organization-defined personnel or roles for account disabling actions.,technical,4,AC-2 (4),3,AC-2 (4),1,AC-2 (4).1 (i and ii)
CCI-001686,draft,5/3/2011,DISA FSO,The information system notifies organization-defined personnel or roles for account removal actions.,technical,4,AC-2 (4),3,AC-2 (4),1,AC-2 (4).1 (i and ii)
CCI-001687,draft,5/3/2011,DISA FSO,The organization ensures the use of mobile code to be deployed in information systems meets organization-defined mobile code requirements.,policy,4,SC-18 (2),3,SC-18 (2),1,SC-18 (2).1 (ii)
CCI-001688,draft,5/3/2011,DISA FSO,The organization ensures the acquisition of mobile code to be deployed in information systems meets organization-defined mobile code requirements.,policy,4,SC-18 (2),3,SC-18 (2),1,SC-18 (2).1 (ii)
CCI-001681,deprecated,4/26/2011,DISA FSO,The organization defines the frequency at which each form of security control assessment should be conducted.,policy,4,CA-2 (2),3,CA-7 (2),1,CA-7(2).1 (i)
CCI-001680,draft,6/9/2010,DISA FSO,"The organization develops an organization-wide information security program plan that includes the identification and assignment of roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",policy,4,PM-1 a 2,3,PM-1 a,1,PM-1.1 (i)
CCI-001585,draft,5/12/2010,DISA FSO,The organization defines the circumstances that require reviews and updates to the baseline configuration of the information system.,policy,4,CM-2 (1) (b),3,CM-2 (1) (b),1,CM-2 (1).1 (i)
CCI-001586,draft,5/12/2010,DISA FSO,"The organization defines the configuration change control element (e.g., committee, board) responsible for coordinating and providing oversight for configuration change control activities.",policy,4,CM-3 g,3,CM-3 f,1,CM-3.1 (vi)
CCI-001587,draft,5/12/2010,DISA FSO,"The organization, when analyzing new software in a separate test environment, looks for security impacts due to flaws, weaknesses, incompatibility, or intentional malice.",policy,,,3,CM-4 (1),1,CM-4 (1).1 (ii)
CCI-001588,draft,5/12/2010,DISA FSO,The organization-defined security configuration checklists reflect the most restrictive mode consistent with operational requirements.,policy,4,CM-6 a,3,CM-6 a,1,CM-6.1 (ii)
CCI-001589,draft,5/12/2010,DISA FSO,"The organization incorporates detection of unauthorized, security-relevant configuration changes into the organization’s incident response capability to ensure they are tracked.",technical,,,3,CM-6 (3),1,CM-6 (3).1 (ii)
CCI-001590,deprecated,5/12/2010,DISA FSO,The organization develops a list of software programs authorized to execute on the information system.,policy,,,3,CM-7 (2),1,CM-7 (2).1 (i)
CCI-001591,deprecated,5/12/2010,DISA FSO,The organization develops a list of software programs not authorized to execute on the information system.,policy,,,3,CM-7 (2),1,CM-7 (2).1 (i)
CCI-001592,draft,5/12/2010,DISA FSO,The organization defines the rules authorizing the terms and conditions of software program usage on the information system.,policy,4,CM-7 (2),3,CM-7 (2),1,CM-7 (2).1 (i)
CCI-001593,deprecated,5/12/2010,DISA FSO,The organization maintains a list of software programs authorized to execute on the information system.,policy,,,3,CM-7 (2),1,CM-7 (2).1 (i)
CCI-001594,deprecated,5/12/2010,DISA FSO,The organization maintains a list of software programs not authorized to execute on the information system.,policy,,,3,CM-7 (2),1,CM-7 (2).1 (i)
CCI-001595,draft,5/12/2010,DISA FSO,The organization maintains rules authorizing the terms and conditions of software program usage on the information system.,policy,,,3,CM-7 (2),1,CM-7 (2).1 (i)
CCI-001596,draft,5/12/2010,DISA FSO,The organization defines the frequency with which to review and update the current contingency planning procedures.,policy,4,CP-1 b 2,3,CP-1,1,CP-1.2 (iii)
CCI-001597,draft,5/12/2010,DISA FSO,The organization disseminates contingency planning procedures to organization-defined personnel or roles.,policy,4,CP-1 a 2,3,CP-1,1,CP-1.1 (vi)
CCI-001598,draft,5/12/2010,DISA FSO,The organization reviews and updates the current contingency planning procedures in accordance with the organization-defined frequency.,policy,4,CP-1 b 2,3,CP-1,1,CP-1.2 (iv)
CCI-001599,draft,5/12/2010,DISA FSO,The organization sustains operational continuity of essential missions until full information system restoration at primary processing and/or storage sites.,policy,4,CP-2 (5),3,CP-2 (5),1,CP-2 (5).1 (b)
CCI-001600,draft,5/12/2010,DISA FSO,The organization sustains operational continuity of essential business functions until full information system restoration at primary processing and/or storage sites.,policy,4,CP-2 (5),3,CP-2 (5),1,CP-2 (5).1 (b)
CCI-001601,draft,5/12/2010,DISA FSO,The organization sustains operational continuity of essential missions at alternate processing and/or storage sites until information system restoration at primary processing and/or storage sites.,policy,4,CP-2 (6),3,CP-2 (6),1,CP-2 (6).1 (ii)
CCI-001602,draft,5/12/2010,DISA FSO,The organization sustains operational continuity of essential business functions at alternate processing and/or storage sites until information system restoration at primary processing and/or storage sites.,policy,4,CP-2 (6),3,CP-2 (6),1,CP-2 (6).1 (ii)
CCI-001603,draft,5/12/2010,DISA FSO,The contingency plan identifies the primary storage site hazards.,policy,,,3,CP-6 (1),1,CP-6 (1).1 (i)
CCI-001604,draft,5/12/2010,DISA FSO,The organization outlines explicit mitigation actions for organization identified accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster.,policy,4,CP-6 (3),3,CP-6 (3),1,CP-6 (3).1 (ii)
CCI-001605,draft,5/12/2010,DISA FSO,The contingency plan identifies the primary processing site hazards.,policy,,,3,CP-7 (1),1,CP-7 (1).1 (i)
CCI-001606,draft,5/12/2010,DISA FSO,The organization outlines explicit mitigation actions for organization-identified potential accessibility problems to the alternate processing site in the event of an area-wide disruption or disaster.,policy,4,CP-7 (2),3,CP-7 (2),1,CP-7 (2).1 (ii)
CCI-001607,draft,5/12/2010,DISA FSO,The organization establishes alternate telecommunications services to support the information system.,policy,,,3,CP-8 (2),1,CP-8.1 (i)
CCI-001608,draft,5/12/2010,DISA FSO,The organization identifies the primary provider's telecommunications service hazards.,policy,,,3,CP-8 (3),1,CP-8 (3).1 (i)
CCI-001609,draft,5/12/2010,DISA FSO,The organization can activate the redundant secondary information system that is not collocated with the primary system without loss of information or disruption to operations.,policy,4,CP-9 (6),3,CP-9 (6),1,CP-9 (6).1 (ii)
CCI-001610,draft,5/12/2010,DISA FSO,The organization defines the time period (by authenticator type) for changing/refreshing authenticators.,policy,4,IA-5 g,3,IA-5 g,1,IA-5.1 (i)
CCI-001611,draft,5/12/2010,DISA FSO,The organization defines the minimum number of special characters for password complexity enforcement.,policy,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (i)
CCI-001612,draft,5/12/2010,DISA FSO,The organization defines the minimum number of upper case characters for password complexity enforcement.,policy,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (i)
CCI-001613,draft,5/12/2010,DISA FSO,The organization defines the minimum number of lower case characters for password complexity enforcement.,policy,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (i)
CCI-001614,draft,5/12/2010,DISA FSO,The organization defines the minimum number of numeric characters for password complexity enforcement.,policy,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (i)
CCI-001615,draft,5/12/2010,DISA FSO,The organization defines the minimum number of characters that are changed when new passwords are created.,policy,4,IA-5 (1) (b),3,IA-5 (1) (b),1,IA-5 (1).1 (ii)
CCI-001616,draft,5/12/2010,DISA FSO,The organization defines minimum password lifetime restrictions.,policy,4,IA-5 (1) (d),3,IA-5 (1) (b),1,IA-5 (1).1 (ii)
CCI-001617,draft,5/12/2010,DISA FSO,The organization defines maximum password lifetime restrictions.,policy,4,IA-5 (1) (d),3,IA-5 (1) (d),1,IA-5 (1).1 (iii)
CCI-001618,draft,5/12/2010,DISA FSO,The organization defines the number of generations for which password reuse is prohibited.,policy,4,IA-5 (1) (e),3,IA-5 (1) (d),1,IA-5 (1).1 (iv)
CCI-001619,draft,5/12/2010,DISA FSO,The information system enforces password complexity by the minimum number of special characters used.,technical,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (v)
CCI-001620,draft,5/12/2010,DISA FSO,"The organization defines the types of and/or specific authenticators for which the registration process must be carried out in person before a designated registration authority with authorization by a designated organizational official (e.g., a supervisor).",policy,,,3,IA-5 (3),1,IA-5 (3).1 (i)
CCI-001621,draft,5/12/2010,DISA FSO,The organization implements organization-defined security safeguards to manage the risk of compromise due to individuals having accounts on multiple information systems.,policy,4,IA-5 (8),3,IA-5 (8),1,IA-5 (8).1 (ii)
CCI-001622,draft,5/12/2010,DISA FSO,The organization identifies personnel with incident response roles and responsibilities with respect to the information system.,policy,,,3,IR-2,1,IR-2.1 (i)
CCI-001623,draft,5/12/2010,DISA FSO,The incident response training material addresses the procedures and activities necessary to fulfill identified organizational incident response roles and responsibilities.,policy,,,3,IR-2,1,IR-2.1 (iii)
CCI-001624,draft,5/12/2010,DISA FSO,The organization documents the results of incident response tests.,policy,4,IR-3,3,IR-3,1,IR-3.1 (iv)
CCI-001625,draft,5/12/2010,DISA FSO,"The organization implements the resulting incident handling activity changes to incident response procedures, training, and testing/exercises accordingly.",policy,4,IR-4 c,3,IR-4 c,1,IR-4.1 (iv)
CCI-001626,draft,5/12/2010,DISA FSO,The organization employs automated mechanisms to assist in the collection of security incident information.,policy,4,IR-5 (1),3,IR-5 (1),1,IR-5 (1).1 (ii)
CCI-001627,draft,5/12/2010,DISA FSO,The organization employs automated mechanisms to assist in the analysis of security incident information.,policy,4,IR-5 (1),3,IR-5 (1),1,IR-5 (1).1 (iii)
CCI-001628,draft,5/12/2010,DISA FSO,The organization defines a frequency with which to review and update the current system maintenance procedures.,policy,4,MA-1 b 2,3,MA-1,1,MA-1.2 (iii)
CCI-001629,draft,5/12/2010,DISA FSO,"The organization employs automated mechanisms to produce up-to-date, accurate, complete, and available records of all maintenance and repair actions needed, in process, and complete.",policy,,,3,MA-2 (2),1,MA-2 (2).1 (ii)
CCI-001630,draft,5/12/2010,DISA FSO,Designated organizational personnel review the maintenance records of the non-local maintenance and diagnostic sessions.,policy,,,3,MA-4 (1),1,MA-4 (1).1 (ii)
CCI-001631,draft,5/12/2010,DISA FSO,"The organization, before removal from organizational facilities, and after the service is performed, inspects and sanitizes the component (with regard to potentially malicious software) before reconnecting the component to the information system.",policy,4,MA-4 (3) (b),3,MA-4 (3) (b),1,MA-4 (3).1 (iii)
CCI-001632,draft,5/12/2010,DISA FSO,The organization protects nonlocal maintenance sessions by separating the maintenance session from other network sessions with the information system by either physically separated communications paths or logically separated communications paths based upon encryption.,technical,4,MA-4 (4) (b),3,MA-4 (4) (a) (b),1,MA-4 (4).1 (ii)
CCI-001633,draft,5/12/2010,DISA FSO,The organization defines removable media types and information output requiring marking.,policy,,,3,MP-3 a,1,MP-3.1 (i)
CCI-001634,draft,5/12/2010,DISA FSO,The organization identifies authorized personnel with appropriate clearances and access authorizations for gaining physical access to the facility containing an information system that processes classified information.,policy,,,3,PE-2 (3),1,PE-2 (3).1 (i)
CCI-001635,draft,5/12/2010,DISA FSO,The organization removes individuals from the facility access list when access is no longer required.,policy,4,PE-2 d,3,PE-2 c,1,PE-2.2 (iii)
CCI-001636,draft,5/12/2010,DISA FSO,The organization defines the frequency with which to review and update the current security planning policy.,policy,4,PL-1 b 1,3,PL-1,1,PL-1.2 (i)
CCI-001637,draft,5/12/2010,DISA FSO,The organization reviews and updates the current security planning policy in accordance with organization-defined frequency.,policy,4,PL-1 b 1,3,PL-1 b,1,PL-1.2 (ii)
CCI-001638,draft,5/12/2010,DISA FSO,The organization defines the frequency with which to review and update the current security planning procedures.,policy,4,PL-1 b 2,3,PL-1 b,1,PL-1.2 (iii)
CCI-001639,draft,5/12/2010,DISA FSO,The organization makes readily available to individuals requiring access to the information system the rules that describe their responsibilities and expected behavior with regard to information and information system usage.,policy,4,PL-4 a,3,PL-4 a,1,PL-4.1 (ii)
CCI-001640,draft,5/12/2010,DISA FSO,The organization updates the critical infrastructure and key resources protection plan that addresses information security issues.,policy,4,PM-8,3,PM-8,1,PM-8.1 (ii)
CCI-001642,draft,5/12/2010,DISA FSO,"The organization defines the organizational document in which risk assessment results are documented (e.g., security plan, risk assessment report).",policy,4,RA-3 b,3,RA-3 b,1,RA-3.1 (ii)
CCI-001641,draft,5/12/2010,DISA FSO,The organization defines the process for conducting random vulnerability scans on the information system and hosted applications.,policy,4,RA-5 a,3,RA-5 a,1,RA-5.1 (i)
CCI-001643,draft,5/12/2010,DISA FSO,The organization scans for vulnerabilities in the information system and hosted applications in accordance with the organization-defined process for random scans.,policy,4,RA-5 a,3,RA-5 b,1,RA-5.1 (ii)
CCI-001644,draft,5/12/2010,DISA FSO,"The organization employs vulnerability scanning procedures that can demonstrate the depth of coverage (i.e., vulnerabilities checked).",policy,,,3,RA-5 (3),1,RA-5 (3).1 (ii)
CCI-001645,draft,5/12/2010,DISA FSO,The organization identifies the information system components to which privileged access is authorized for selected organization-defined vulnerability scanning activities.,policy,4,RA-5 (5),3,RA-5 (5),1,RA-5 (5).1 (i)
CCI-001650,draft,5/12/2010,DISA FSO,The organization requires the information system developers to manage and control changes to the information system during development.,policy,,,3,SA-10 (b),1,SA-10.1 (ii)
CCI-001651,draft,5/12/2010,DISA FSO,The organization requires the information system integrators to manage and control changes to the information system during development.,policy,,,3,SA-10 (b),1,SA-10.1 (ii)
CCI-001652,draft,5/12/2010,DISA FSO,The organization requires the information system developers to manage and control changes to the information system during implementation.,policy,,,3,SA-10 (b),1,SA-10.1 (ii)
CCI-001653,draft,5/12/2010,DISA FSO,The organization requires the information system integrators to manage and control changes to the information system during implementation.,policy,,,3,SA-10 (b),1,SA-10.1 (ii)
CCI-001654,draft,5/12/2010,DISA FSO,The organization requires the information system developers to manage and control changes to the information system during modification.,policy,,,3,SA-10 (b),1,SA-10.1 (ii)
CCI-001655,draft,5/12/2010,DISA FSO,The organization requires the information system integrators to manage and control changes to the information system during modification.,policy,,,3,SA-10 (b),1,SA-10.1 (ii)
CCI-001646,draft,5/12/2010,DISA FSO,The organization defines the frequency with which to review and update the current system and services acquisition procedures.,policy,4,SA-1 b 2,3,SA-1,1,SA-1.2 (iii)
CCI-001647,draft,5/12/2010,DISA FSO,"The organization requires the use of a FIPS-validated, cryptographic module for a technology product that relies on cryptographic functionality to enforce its security policy when no U.S. Government Protection Profile exists for such a specific technology type.",policy,,,3,SA-4 (7) (b),1,SA-4 (7).1 (iii)
CCI-001648,draft,5/12/2010,DISA FSO,The organization makes available to authorized personnel the source code for the information system to permit analysis and testing.,policy,,,3,SA-5 (5),1,SA-5 (5).1
CCI-001649,draft,5/12/2010,DISA FSO,The organization identifies and documents (as appropriate) explicit rules to be enforced when governing the installation of software by users.,policy,,,3,SA-7,1,SA-7.1 (i)
CCI-001661,draft,5/12/2010,DISA FSO,"The organization defines the security functions, to minimally include information system authentication and re-authentication, within the information system to be included in a trusted communications path.",policy,4,SC-11,3,SC-11,1,SC-11.1 (i)
CCI-001662,draft,5/12/2010,DISA FSO,The information system takes organization-defined corrective action when organization-defined unacceptable mobile code is identified.,technical,4,SC-18 (1),3,SC-18 (1),1,SC-18 (1).1 (ii)
